time,bid,bidSize,ask,askSize,buyMO,sellMO,buySellImb,orderImb,spread
1900-01-25 22:57:45,8050.0,58300,8050.5,1151261,1310,14277,-12967,-1092961,0.5
1900-01-25 22:58:00,8050.0,52343,8050.5,973737,28631,3598,25033,-921394,0.5
1900-01-25 22:58:15,8047.0,85647,8047.5,518444,15425,129856,-114431,-432797,0.5
1900-01-25 22:58:30,8046.5,124196,8047.0,161339,76886,51706,25180,-37143,0.5
1900-01-25 22:58:45,8046.5,43220,8047.0,600710,3351,74156,-70805,-557490,0.5
1900-01-25 22:59:00,8032.5,445003,8033.0,633926,62835,882732,-819897,-188923,0.5
1900-01-25 22:59:15,8040.0,79582,8040.5,284592,325304,104802,220502,-205010,0.5
1900-01-25 22:59:30,8040.0,252973,8040.5,303465,44611,29653,14958,-50492,0.5
1900-01-25 22:59:45,8044.0,429984,8044.5,24473,99122,11662,87460,405511,0.5
1900-01-25 23:00:00,8046.0,81308,8046.5,38936,437311,277875,159436,42372,0.5
1900-01-25 23:00:15,8044.0,91764,8044.5,857924,74818,153565,-78747,-766160,0.5
1900-01-25 23:00:30,8036.5,410931,8037.0,78137,70812,414274,-343462,332794,0.5
1900-01-25 23:00:45,8040.0,1380341,8040.5,24497,24239,104666,-80427,1355844,0.5
1900-01-25 23:01:00,8043.5,593123,8044.0,28790,109923,51213,58710,564333,0.5
1900-01-25 23:01:15,8045.5,659897,8046.0,80481,75234,5131,70103,579416,0.5
1900-01-25 23:01:30,8048.5,173271,8049.0,539110,260233,2002,258231,-365839,0.5
1900-01-25 23:01:45,8050.0,368096,8050.5,444388,131699,2146,129553,-76292,0.5
1900-01-25 23:02:00,8050.0,386465,8050.5,829065,15901,10425,5476,-442600,0.5
1900-01-25 23:02:15,8050.0,359879,8050.5,927058,13490,30711,-17221,-567179,0.5
1900-01-25 23:02:30,8050.0,17759,8050.5,1113031,2611,171622,-169011,-1095272,0.5
1900-01-25 23:02:45,8042.0,107757,8042.5,291013,2424,51032,-48608,-183256,0.5
1900-01-25 23:03:00,8042.0,126264,8042.5,597720,13672,31905,-18233,-471456,0.5
1900-01-25 23:03:15,8038.5,226,8039.0,706948,4549,65831,-61282,-706722,0.5
1900-01-25 23:03:30,8035.0,880822,8035.5,108268,22995,87467,-64472,772554,0.5
1900-01-25 23:03:45,8035.0,611332,8035.5,326536,101151,54120,47031,284796,0.5
1900-01-25 23:04:00,8036.0,165177,8036.5,230235,25525,239900,-214375,-65058,0.5
1900-01-25 23:04:15,8036.0,91945,8036.5,382152,62664,32514,30150,-290207,0.5
1900-01-25 23:04:30,8036.0,86218,8036.5,369943,110811,21564,89247,-283725,0.5
1900-01-25 23:04:45,8032.0,62874,8032.5,925972,42807,188298,-145491,-863098,0.5
1900-01-25 23:05:00,8030.5,10334,8031.0,805097,14979,100644,-85665,-794763,0.5
1900-01-25 23:05:15,8027.5,8559,8028.0,895841,4710,335485,-330775,-887282,0.5
